22877	脑供血不足
Q13.003	蓝色巩膜
Q89.401	联体双胎
A18.315+	阑尾结核
K93.005*	阑尾结核
S00.801	面部擦伤
S00.803	面部挫伤
Q67.001	面不对称
S01.802	面部裂伤
T20.101	面部烧伤
R51  02	面部疼痛
L90.902	面部萎缩
R22.006	面部肿物
Q42.905	盲肠低位
O98.102	妊娠合并梅毒
C76.001	面恶性肿瘤
F95.902	面肌抽搐
B49  01	霉菌感染
H81.801	迷路出血
H31.104	脉络膜变性
Q18.402	面裂囊肿
I60.801	脑膜出血
Q63.101	马蹄形肾
G92  03	胰腺脑病
R22.008	面部肿胀
B69.004	囊虫感染
S37.303	尿道挫伤
Q64.704	尿道横膈
A41.904	脓毒血症
T19.002	尿道异物
J99.101*	尿毒症肺
N18.006+	尿毒症肺
G93.901	脑干病变
G93.50	脑干受压
A17.803+	脑结核瘤
G07  02*	脑结核瘤
Q05.502	脊膜膨出
I61.502	脑室铸型
I67.906	脑血管病
B01.101+	水痘脑炎
G05.109*	水痘脑炎
BM00000811	脓肿形成
Q11.002	囊状眼球
H00.007	内眦肿物
Q85.808	脾错构瘤
M33.901	皮多肌炎
T01.002	皮肤裂伤
R20.004	皮肤疼痛
L90.901	皮肤萎缩
R22.901	皮肤肿物
S37.204	膀胱损伤
D41.406	膀胱息肉
S02.401	颧弓骨折
S02.402	颧骨骨折
S02.403	上颌骨骨折
S02.404	颧骨及上颌骨骨折
S02.501	外伤性牙折断
S02.502	牙破损
S02.601	下颌骨折
S02.611	髁状突骨折
S02.621	髁状突下部骨折
S02.631	冠突骨折
S02.641	下颌骨支骨折
S02.651	颌骨角骨折
S02.661	纤维软骨体骨折
S02.671	牙槽骨骨折
S02.681	下颌骨体骨折
S02.691	下颌骨复合骨折
S02.701	多发性颅骨骨折
S02.702	颅骨和面骨的多发性骨折
S02.703	多发性面骨骨折
S02.704	鼻眶筛骨折
S02.801	眶骨骨折
S02.802	牙槽部骨折
S02.803	上腭骨折
S02.901	面骨骨折
S02.902	颅骨骨折
S03.001	颌软骨脱位
S03.002	下颌关节脱位
S03.003	颞下颌关节脱位
S03.101	鼻中隔软骨脱位
S03.201	牙脱位
S03.401	颌关节扭伤
S03.402	颌关节损伤
S03.403	颞下颌关节损伤
S03.404	颞下颌韧带损伤
S04.001	视神经损伤
S04.002	视交叉神经损伤
S04.004	视皮质损伤
S04.005	视路损伤
S04.101	动眼神经损伤
S04.202	滑车神经损伤
S04.301	眶下神经损伤
S04.302	三叉神经损伤
S04.401	外展神经损伤
S04.501	面神经损伤
S04.601	听神经损伤
S04.702	副神经损伤
S04.801	舌下神经损伤
S04.802	舌咽神经损伤
S04.803	嗅神经损伤
S04.804	迷走神经损伤
S04.902	颅神经损伤
S04.903	弥漫性轴索损伤
S05.001	结合膜损伤和角膜擦伤
S05.002	结合膜损伤
S05.003	角膜擦伤
S05.101	眼眶挫伤
S05.102	外伤性眼前房出血
S05.103	眼球和眶组织挫伤
S05.104	眼球挫伤
S05.201	外伤性玻璃体疝
S05.202	外伤性虹膜嵌顿
S05.203	角膜穿通伤伴玻璃体嵌顿
S05.204	角膜穿通伤伴虹膜嵌顿
S05.205	角膜穿通伤伴晶状体嵌顿
S05.206	角膜穿通伤伴玻璃体溢出
S05.207	外伤性虹膜脱垂
S05.208	外伤性睫状体脱垂
S05.209	角膜穿通伤伴虹膜脱出
S05.210	眼球裂伤伴眼内组织脱垂
S05.211	眼球破裂伴有眼内组织缺失
S05.212	眼球穿通伤伴虹膜缺损
S05.301	巩膜破裂
S05.302	角膜裂伤
S05.303	结膜裂伤
S05.304	眼球破裂
S05.305	外伤性前房角劈裂
S05.307	巩膜裂伤
S05.308	睫状体裂伤
S05.309	虹膜裂伤
S05.310	眼撕裂伤
S05.401	眶内异物
S05.402	眼肌异物
S05.403	眶穿通伤
S05.501	外伤性眼内异物
S05.502	眼球穿通伤伴磁性异物
S05.503	眼球穿通伤伴非磁性异物
S05.602	眼球穿通伤
S05.603	角膜穿通伤
S05.604	巩膜穿通伤
S05.701	眼撕脱伤
S05.801	外伤性虹膜脱离
S05.802	外伤性晶状体脱位
S05.803	角膜损伤
S05.804	视网膜震荡
S05.806	泪管损伤
S05.901	外伤性失明
S05.903	眼开放性外伤
S06.001	脑震荡
S06.011	创伤后昏迷
S06.021	创伤后轻度昏迷
S06.031	创伤后中度昏迷
S06.041	创伤后重度昏迷并意识恢复
S06.051	创伤后重度昏迷并意识未恢复
S06.101	创伤性大脑水肿
S06.201	弥散性大脑损伤
S06.202	弥散性小脑损伤
S06.211	弥散性大脑损伤伴出血
S06.221	弥散性小脑损伤伴出血
S06.231	多发性大脑内出血
S06.232	多发性大脑血肿
S06.233	多发性小脑血肿
S06.282	多发性小脑挫裂伤
S06.301	局灶性大脑损伤
S06.302	局灶性小脑损伤
S06.321	局灶性小脑挫伤伴出血
S06.331	局灶性大脑挫伤伴血肿
S06.341	局灶性小脑挫伤伴血肿
S06.342	局灶性小脑挫伤伴大量出血
S06.382	局灶性小脑挫裂伤
S06.401	创伤性硬膜外血肿
S06.501	创伤性硬膜下血肿
S06.502	创伤性硬膜下出血
S06.603	创伤性蛛网膜下腔血肿
S06.801	创伤性脑血肿
S06.802	创伤性脑出血
S06.804	创伤性脑疝
S06.805	创伤性小脑出血
S06.806	创伤性颅内出血
S06.808	创伤性颅内血肿
S06.809	创伤性小脑挫伤
S06.902	创伤性脑损伤
S06.903	脑干损伤
S07.101	颅骨挤压伤
S07.901	头部挤压伤
S08.101	创伤性耳切断
S09.001	头部血管损伤
S09.101	头部肌肉损伤
S09.106	头部肌键扭伤
S09.201	创伤性耳鼓膜破裂
S09.801	创伤性牙齿脱落
S09.901	鼻损伤
S09.902	唇损伤
S09.904	面部损伤
S09.905	头部外伤
S10.001	颈部食管挫伤
S10.002	喉挫伤
S10.004	气管挫伤
S10.005	咽喉挫伤
S10.901	颈部浅表损伤
S10.941	颈部擦伤伴异物
S11.011	喉开放性损伤
S11.101	甲状腺开放性损伤
S11.211	咽开放性损伤
S11.701	颈部多发性开放性损伤
S11.821	颈部开放性损伤伴颈椎脱位
S11.881	会厌开放性损伤
S11.882	锁骨上区开放性损伤
S12.002	寰椎骨折
S12.102	枢椎骨折
S12.211	颈椎骨折C3
S12.221	颈椎骨折C4
S12.231	颈椎骨折C5
S12.241	颈椎骨折C6
S12.251	颈椎骨折C7
S12.701	颈部脊柱多发性骨折
S12.802	舌骨骨折
S12.803	喉软骨骨折
S12.805	颈部气管软骨骨折
S12.901	颈椎骨折
S12.904	颈椎棘突骨折
S12.905	颈椎横突骨折
S12.906	颈椎椎弓骨折
S13.101	颈椎半脱位
S13.102	颈椎脱位
S13.111	寰枢椎半脱位
S13.121	颈椎半脱位C2/C3
S13.131	颈椎半脱位C3/C4
S13.132	颈椎脱位C3/C4
S13.142	颈椎脱位C4/C5
S13.151	颈椎半脱位C5/C6
S13.161	颈椎半脱位C6/C7
S13.162	颈椎脱位C6/C7
S13.172	颈胸椎脱位C7/T1
S13.181	寰枕关节半脱位
S13.201	环杓关节脱位
S13.202	环甲软骨关节脱位
S13.301	颈部多发性脱位
S13.403	颈部前纵韧带扭伤
S13.405	寰枕关节扭伤
S13.502	环杓关节扭伤
S13.504	环甲关节扭伤
S13.505	环甲韧带扭伤
S14.001	颈部脊髓震荡
S14.002	颈部脊髓水肿
S14.111	颈部脊髓完全损伤
S14.131	颈脊髓前索综合征
S14.132	颈部脊髓不完全损伤
S14.133	颈脊髓后索综合征
S14.1x701	颈部脊髓功能损伤
S14.1x711	颈部脊髓功能损伤C1
S14.1x731	颈部脊髓功能损伤C3
S14.1x741	颈部脊髓功能损伤C4
S14.1x761	颈部脊髓功能损伤C6
S14.1x771	颈部脊髓功能损伤C7
S14.201	颈脊神经根损伤
S14.301	臂丛神经损伤
S14.401	颈部周围神经损伤
S15.001	创伤性颈动脉海绵窦瘘
S15.002	创伤性颈动脉瘘
S15.011	颈总动脉损伤
S15.021	颈外动脉损伤
S15.101	椎动脉损伤
S15.201	颈外静脉损伤
S15.301	颈内静脉损伤
S15.901	颈部的血管损伤
S16xx01	颈部肌肉扭伤
S16xx04	颈部肌腱损伤
Z13.101	糖尿病的特殊筛选检查
Z13.201	营养疾患的特殊筛选检查
Z13.301	精神和行为障碍的特殊筛选检查
Z13.302	精神发育迟滞的特殊筛选检查
Z13.303	忧郁症的特殊筛选检查
Z13.401	幼儿期的发育残废进行的特殊筛选检查
Z13.501	细菌性结合膜炎的特殊筛选检查
Z13.811	神经系统疾病的特殊筛查
Z13.821	呼吸系统疾病的特殊筛查
Z13.822	慢性支气管炎和肺气肿的特殊筛选
Z13.831	消化道疾病的特殊筛查
Z13.832	牙疾患的特殊筛选检查
Z13.841	肌肉关节疾病的特殊筛查
Z13.851	泌尿生殖系疾病的特殊筛查
Z13.861	内分泌和代谢疾病的特殊筛查
Z13.901	脑电图检查
Z20.001	接触和暴露于肠道传染病
Z20.101	接触和暴露于结核病
Z20.301	接触和暴露于狂犬病
Z20.601	接触和暴露于人类免疫缺陷病毒[HIV]
Z21xx01	无症状人类免疫缺陷病毒[HIV]阳性
Z22.001	鼠伤寒带菌者
Z22.002	伤寒带菌者
Z22.101	阿米巴带菌者
Z22.102	霍乱带菌者
Z22.201	白喉带菌者
Z22.401	淋病病原携带者
Z22.402	梅毒病原携带者
Z22.501	乙型病毒性肝炎表面抗原携带者
Z22.502	乙型病毒性肝炎病原携带者
Z22.591	丙型肝炎病毒携带者
Z22.901	传染病带菌者和可疑带菌者
Z23.001	仅为抗霍乱采取必要的免疫
Z23.101	仅为抗伤寒-副伤寒采取必要的免疫[TAB]
Z23.201	为抗结核病采取必要的免疫[BCG]
Z23.501	仅为抗破伤风采取必要的免疫
Z23.701	仅为抗百日咳采取必要的免疫
Z23.801	为抗单一的细菌性疾病采取必要的免疫
Z25.001	仅为抗流行性腮腺炎采取必要的免疫
Z25.801	为抗特指的单一的病毒性疾病采取必要的免疫
Z26.001	为抗利什曼病采取必要的免疫
Z27.401	麻疹-流行性腮腺炎-风疹联合预防接种
Z29.001	隔离
Z29.101	预防性免疫治疗
Z29.201	化学预防
Z29.202	预防性抗生素治疗
Z30.001	计划生育指导
Z30.002	有关避孕的初次指导
Z30.003	有关避孕的咨询
Z30.101	放置子宫内避孕器
Z30.201	人工流产后绝育
Z30.202	结扎输精管绝育
Z30.203	结扎输卵管绝育
Z30.204	绝育
Z30.205	腹腔镜绝育
Z30.301	月经引出
Z30.302	防止妊娠
Z30.303	月经调节
Z30.401	维持避孕的常规检查
Z30.402	避孕药的监督
Z30.403	避孕药具的再次指导
Z30.502	取出子宫内避孕装置
Z30.503	重新放置子宫内避孕装置
Z30.504	子宫内避孕装置的监督
Z30.801	输精管切除术后精子计数
Z30.802	放置子宫内避孕器失败
Z30.803	放置输卵管内避孕器
Z30.804	放置输卵管内避孕器失败
Z30.805	放置避孕器后避孕失败
Z30.901	避孕问题
Z31.001	输卵管绝育术后成形术
Z31.002	绝育术后复通
Z31.003	输精管绝育术后成形术
Z31.101	人工授精
Z31.201	取卵
Z31.202	试管内受精
Z31.301	输卵管内配子移植
Z31.302	供卵者
Z31.402	精子计数
Z31.403	生育检验
Z31.404	生育调查
Z31.901	生育问题
S09.103	头部肌肉扭伤
Z32.001	妊娠未确认
Z32.101	确认妊娠
Z33xx01	妊娠状态
Z34.001	正常首次妊娠监督
Z34.901	妊娠监督
Z35.101	具有水泡状胚胎史的妊娠监督
Z35.102	具有流产史的妊娠监督
Z35.201	具有异位妊娠史的妊娠监督
Z35.202	具有子宫肌瘤史的妊娠监督
Z35.204	具有死产史或新生儿死亡史妊娠监督
Z35.205	具有胎儿畸形史的妊娠监督
Z35.207	具有胎死宫内史的妊娠监督
Z35.208	具有先天愚型儿史的妊娠监督
Z35.209	具有新生儿溶血史的妊娠监督
Z35.302	妊娠隐瞒者的妊娠监督
Z35.401	具有多胎产者的妊娠监督
Z35.501	高龄初孕妇的监督
Z35.601	年轻初孕妇的监督
Z35.901	高危妊娠
Z36.001	对染色体异常的产前筛选
Z36.002	羊膜穿刺的产前筛选
Z36.003	经阴道采取胎盘标本
Z36.005	抽取羊水查染色体
Z36.101	对甲胎蛋白水平升高的产前筛选
Z36.302	用超声波筛选畸形
Z36.303	胎儿镜检查
Z36.401	用超声波筛选胎儿生长迟缓
Z36.801	对血红蛋白病的筛选
Z36.802	对血友病的筛选
Z37.001	单胎活产
Z37.002	人工授精单胎活产
Z37.102	单胎死胎
Z37.202	双卵双胎活婴
Z37.203	双胎活产
Z37.401	双胎死产
Z37.501	多胎活产
Z37.502	人工授精多胎活产
Z37.601	多胎产,某些为活产
Z37.701	多胎产死产
Z37.902	单胎产
Z37.903	珍贵儿
Z38.101	在医院外出生的单胎活产婴儿
Z38.201	未知出生地点的单胎活产婴儿
Z38.401	在医院外出生的双胎活产婴儿
Z38.501	未知出生地点的双胎活产婴儿
Z38.601	在医院内出生的多胎活产婴儿
Z38.801	未知出生地点的多胎活产婴儿
Z39.001	产后照顾和检查
Z39.021	在医院外分娩有计划的产后医疗照顾
Z39.101	哺乳期的监督
Z39.102	授乳母亲的授乳的指导
Z39.103	授乳母亲的医疗照顾和检查
Z39.201	产后随诊
Z40.001	乳房切除的预防性手术
Z40.901	预防性手术
Z41.001	头发移植
Z41.101	面部皱纹整容
Z41.102	乳房整形
Z41.104	颧骨突出(低平)整形
Z41.106	低眉弓整形
Z41.107	眉凹陷整形
Z41.109	低额整形
Z41.110	颊部凹陷整形
Z41.111	臀部扁平整形
Z41.113	发际过高整形
Z41.114	额头窄整形
Z41.116	眶下凹陷整形
Z41.117	上唇凹陷整形
Z41.119	臀部凹陷整形
Z41.120	耳垂整形
Z41.301	穿耳孔
Z42.002	颌面术后整形
Z42.003	唇裂术后整形
Z42.201	腹部术后整形
Z42.202	胸部术后整形
Z42.401	下肢术后整形
Z42.801	截肢残端修整
Z43.001	气管造口维护
Z43.101	胃造口维护
Z43.102	关闭胃造口
Z43.202	关闭回肠造口
Z43.301	结肠造口维护
Z43.401	关闭消化道人工造口
Z43.402	去除T型引流管
Z43.501	膀胱造口维护
Z43.502	膀胱瘘管拔除
Z43.602	输尿管造口维护
Z43.603	尿道造口维护
Z44.001	人工臂安装和调整
Z44.201	人工眼的安装和调整
Z44.301	外部假乳房的安装和调整
Z45.101	输注泵的调整和管理
Z45.201	取出下腔静脉滤器
Z45.301	安装人工耳蜗
Z45.802	脊柱侧弯术后生长棒调节
Z46.001	眼镜和接触镜片的安装和调整
Z46.201	取出神经系统治疗装置
Z46.301	假牙的安装和调整
Z46.601	取出输尿管D-J管
Z46.602	取出输尿管支架管
Z46.603	输尿管支架置换
Z47.002	取出内固定装置
Z47.801	去除外固定装置
Z47.803	合成植入物植入术后
Z47.805	隆鼻术后
I61.103	多处脑叶出血
I61.104	额叶出血
I61.105	额颞叶出血
I61.106	浅表性脑内出血
I61.107	枕叶出血
I61.108	颞叶出血
I61.109	额顶叶脑出血
I61.301	脑干出血
I61.302	脑桥出血
I61.303	丘脑出血
I61.304	丘脑下部出血
I61.401	小脑出血
I61.501	脑室出血
I61.901	非创伤性脑内血肿
I61.902	脑出血
I61.903	脑血管破裂
I61.904	脑血肿
I62.001	非创伤性硬脑膜下出血
I62.002	慢性硬膜下血肿
I62.101	非创伤性硬膜外血肿
I62.102	非创伤性硬脑膜外出血
I62.901	非创伤性颅内出血
I63.301	血栓性偏瘫
I63.302	大脑动脉血栓性脑梗死
I63.401	脑栓塞性偏瘫
I63.402	大脑动脉栓塞性脑梗死
I63.501	脑动脉闭塞性脑梗死
I63.502	脑动脉狭窄性脑梗死
I63.601	非脓性大脑静脉血栓性脑梗死
I63.901	多发性脑梗死
I63.902	脑梗死
I63.903	腔隙性脑梗死
I63.904	小脑梗死
I63.905	出血性脑梗死
I63.906	脑干梗死
I63.907	基底节脑梗死
I63.908	颈动脉梗塞
I63.909	椎动脉梗塞
I64xx01	急性偏瘫
I64xx02	可逆性脑卒中
I64xx03	脑血管意外
I64xx04	脑卒中
I65.001	椎动脉狭窄
I65.002	椎动脉血栓形成
I65.003+G46.8*	椎动脉闭塞[Avellis综合征]
I65.004	椎动脉栓塞
I65.101	基底动脉栓塞
I65.102	基底动脉血栓形成
I65.103	基底动脉狭窄
I65.202	颈动脉狭窄
I65.203	颈内动脉闭塞
I65.204	颈内动脉栓塞
I65.205	颈内动脉狭窄
I65.206	颈内动脉血栓形成
I65.207	颈外动脉闭塞
I65.208	颈总动脉闭塞
I65.209	颈总动脉狭窄
I65.801	迷路动脉栓塞
I66.001	大脑中动脉闭塞
I66.002	大脑中动脉狭窄
I66.003	大脑中动脉血栓形成
I66.004	大脑中动脉综合征
I66.101	大脑前动脉闭塞和狭窄
I66.102	大脑前动脉狭窄
I66.103	大脑前动脉血栓形成
I66.104	大脑前动脉综合征
I66.105	大脑前动脉闭塞综合征
I66.201	大脑后动脉闭塞和狭窄
I66.202	大脑后动脉栓塞
I66.203	大脑后动脉狭窄
I66.204	大脑后动脉血栓形成
I66.205+G46.2*	大脑后动脉综合征
I66.301	小脑后下动脉血栓形成
I66.302+G46.4*	延髓背外侧综合征
I66.303+G46.4*	瓦伦伯格氏综合征(延髓外侧综合征)
I66.304+G46.4*	延髓外侧综合征
I66.305	小脑动脉闭塞
I66.306	小脑动脉狭窄
I66.801	贯穿性大脑动脉闭塞
I66.802	贯穿性大脑动脉狭窄
I66.901	大脑动脉闭塞
I66.903	脑栓塞
I66.904	脑血栓形成
I67.101	大脑动脉瘤
I67.102	后交通动脉瘤
I67.103	颈内动脉-海绵窦瘘
I67.104	颅内动脉瘤
I67.105	脑动静脉瘘
I67.106	脑基底动脉瘤
I67.107	脑膜动静脉瘘
I67.108	前交通动脉瘤
I67.109	小脑动脉瘤
I67.110	海绵窦动静脉瘘
I67.201	动脉硬化性脑病
I67.202	脑动脉硬化
I67.203	皮层下动脉硬化性脑病
I67.204	大脑动脉粥样化
I67.301	宾斯万格氏病
I67.401	高血压性脑病
I67.501	脑底异常血管网病(云雾病)
I67.701	脑动脉炎
I67.702	中枢神经系统原发性血管炎(PACNS)
I67.801	急性脑血管病
I67.802	脑动脉供血不足
I67.804	脑血管供血不足
I67.901	复发性脑血管病
I67.902	海绵窦受压综合征
I67.905+G22*	血管性帕金森综合征
I67.906+G46.3*	本尼迪克综合征
I69.001	蛛网膜下出血后遗症
I69.101	脑内出血后遗症
I69.201	非创伤性颅内出血后遗症
I69.801	脑血管病后遗症
I69.802	脑血管病恢复期
I70.001	腹主动脉硬化
I70.101	肾动脉狭窄
I70.102	肾动脉动脉硬化症
I70.201	闭塞性髂动脉硬化
I70.203	下肢动脉粥样硬化闭塞症
I70.205	蒙克贝格(中层)硬化症
I70.221	四肢动脉粥样硬化伴疼痛
I70.231	四肢动脉粥样硬化伴溃疡
I70.241	四肢动脉粥样硬化性坏疽
I70.801	视网膜动脉硬化
I70.002	主动脉钙化
I70.802	胃底动脉硬化
I70.803	眼底动脉硬化
I70.804	颈动脉动脉硬化
I70.902	闭塞性动脉硬化
I70.903	动脉硬化
I70.905	周身性动脉硬化
I70.906	老年性动脉炎
I71.0011	主动脉夹层A型(夹层累及升主动脉)
I71.0013	主动脉夹层A2S型
I71.0014	主动脉夹层A3S型
I71.0016	主动脉夹层A2C型
I71.0017	主动脉夹层A3C型
I71.0022	主动脉夹层B1S型
I71.0023	主动脉夹层B2S型
I71.0024	主动脉夹层B3S型
I71.0025	主动脉夹层B1C型
I71.0026	主动脉夹层B2C型
I71.0027	主动脉夹层B3C型
I71.003	主动脉壁内血肿
I71.011	胸主动脉动脉瘤
I71.022	腹主动脉假性动脉瘤
I71.031	胸腹主动脉动脉瘤
I71.201	升主动脉动脉瘤
I71.202	升主动脉动脉扩张
I71.204	主动脉弓假性动脉瘤
I71.205	升主动脉假性动脉瘤
I71.207	降主动脉动脉瘤
I71.301	腹主动脉动脉瘤破裂
I71.401	腹腔动脉动脉瘤
I71.902	主动脉动脉瘤
I71.903	主动脉扩张
I72.002	颈动脉动脉瘤
I72.003	颈动脉扩张
I72.004	颈内动脉动脉瘤
I72.006	颈外动脉夹层动脉瘤
I72.007	颈内动脉夹层
I72.102	上肢假性动脉瘤
I72.201	肾动脉动脉瘤
I72.401	创伤性股动脉瘤
I72.402	创伤性股假性动脉瘤
I72.404	下肢动脉动脉瘤
I72.405	下肢假性动脉瘤
I72.802	眶内动脉动脉瘤
I72.803	脾动脉动脉瘤
I72.805	锁骨下动脉动脉瘤
I72.806	无名动脉动脉瘤
I72.807	椎动脉动脉瘤
I72.809	颞浅动脉假性动脉瘤
I72.901	动脉瘤
I73.001	雷诺氏综合症
I73.801	股绀红皮病
I73.802	上肢缺血
I73.803	四肢供血不足
I73.804	下肢缺血
I73.805	红斑性肢痛症
I73.807	腘动脉陷迫综合征
I73.901	动脉痉挛
I73.903	血管痉挛
I73.904	周围血管疾病
I74.002	腹主动脉血栓形成
I74.101	主动脉栓塞
I70.003	主动脉硬化
I74.102	主动脉血栓形成
I74.103	头臂动脉闭塞
I74.104	腹腔动脉血栓形成
I74.201	上肢动脉梗阻
I74.202	上肢动脉栓塞
I74.301	创伤性股动脉血栓形成
I74.302	创伤性胫后动脉血栓形成
I74.304	股动脉梗阻
I74.305	下肢动脉栓塞
I74.401	四肢动脉栓塞
I74.402	周围动脉栓塞
I74.403	蓝趾综合征
I74.502	髂动脉闭塞
I74.503	髂总动脉血栓形成
I74.504	髂总动脉栓塞
I74.803	肝动脉血栓形成
I74.804	脾栓塞
I74.806	锁骨下动脉闭塞
I74.901	动脉栓塞
I74.902	多发性动脉栓塞
I77.001	多发性动静脉瘘
I77.003	后天性动静脉瘘
I77.004	眶动静脉瘘
N03.905	肾小球内皮细胞病
N03.906	慢性肾病
N03.907	慢性肾小球病
N04.001	肾病综合征伴微小病变型肾小球肾炎
N04.002	肾变病综合征伴极微病理改变的肾损害
N04.003	肾病伴微小病变型肾小球肾炎
N04.101	肾病综合征伴局灶硬化性肾小球肾炎
N04.201	肾变病综合征伴膜性肾小球肾炎
N04.202	肾病型慢性膜性肾小球肾炎
N04.301	肾病综合征伴膜性增殖性肾小球肾炎
N04.302	肾变病综合征伴增殖性肾小球肾炎
N04.303	肾病综合征伴膜性增殖性IgA肾病
N04.401	肾病综合征伴毛细血管增殖性肾炎
N04.801	肾病综合征伴增殖性肾小球肾炎
N04.802	病毒性肾炎
N04.901	肾变病
N04.902	肾病变型肾炎
N04.903	肾病综合征
N04.904	脂性肾变病
N04.905	先天性肾变病综合征
N05.001	肾小球微小病变
N05.002	肾炎综合征
N05.003	肥胖相关性肾小球肥大症
N05.101	局灶性节段性增殖性肾小球肾炎
N05.102	局灶性肾炎
N05.104	局灶硬化性肾炎
N05.106	肾小球病
N05.301	系膜增殖性肾小球肾炎
N05.501	膜性增殖性肾小球肾炎
N05.502	膜性增殖性肾炎
N05.701	新月体性肾炎
N05.801	IgM肾病
N05.802	增殖性肾小球肾炎
N05.901	肾小球肾病
N05.902	肾小球肾炎
N05.903	肾炎
N05.904	血管炎性肾小球肾炎
N05.906	小血管炎肾损害
N07.901	遗传性肾炎
N07.902	薄基底膜肾病
N10xx01	急性肾盂肾炎
N10xx02	急性肾盂炎
N10xx03	急性传染性间质肾炎
N10xx04+H20.9*	TINU综合征(肾小管间质性肾炎-葡萄膜炎综合征)
N11.101	慢性阻塞性肾盂肾炎
N11.801	非阻塞性慢性肾盂肾炎
N11.901	慢性肾盂肾炎
N11.902	慢性间质肾炎
N11.903	慢性肾盂炎
N12xx01	间质肾炎
N12xx02	肾小管病变
N12xx03	肾盂肾炎
N12xx04	肾盂炎
N12xx05	感染性肾炎
N12xx06	肾小管间质病
N13.001	肾盂积水伴输尿管肾盂连接处阻塞
N13.101	肾盂积水伴输尿管狭窄
N13.201	肾盂积水伴肾和输尿管结石梗阻
N13.301	肾盂积水
N13.302	肾盏囊肿
N13.303	肾周积液
N13.401	输尿管积水
N13.501	肾盂输尿管连接处狭窄
N13.502	输尿管梗阻
N13.503	输尿管狭窄
N13.504	奥蒙德综合征
N13.505	原发性腹膜后纤维化
N13.506	腹膜后纤维化
N13.507	腹膜后纤维化伴输尿管狭窄
N13.508	肾盂输尿管交界处瓣膜症
N13.509	肾盂输尿管联接处梗阻
N13.510	输尿管痉挛
N13.601	肾盂脓肿
N13.602	肾盂积脓
N13.603	阻塞性尿路病伴有感染
N13.701	膀胱输尿管反流
N13.801	梗阻性肾病
N13.901	泌尿道梗阻
N14.001	镇痛药性肾病
N14.101	马兜铃酸肾病
N14.201	药物性肾炎
N14.301	金属诱发的肾病变
N15.001	巴尔干肾病变
N15.101	肾脓肿
N15.102	肾周脓肿
N15.103	肾和肾周脓肿
N15.901	肾感染
N15.902	肾周围感染
N17.001	急性肾小管坏死
N17.002	急性肾衰竭伴肾小管坏死
N17.101	肾皮质坏死
N17.102	急性肾衰竭伴肾皮质坏死
N17.201	急性肾衰竭伴肾髓质坏死
N17.901	急性肾功能衰竭
N17.902	急性肾功能不全尿毒症期
N17.904	急性肾功能不全氮质血症期
N18.001	梗阻性肾功能衰竭
N18.802+G63.8*	尿毒症性神经病
N18.806+I43.8*	尿毒症性心肌病
N18.809	尿毒症性肺病
N18.901	慢性尿毒症
N18.903	慢性肾功能衰竭尿毒症期
N18.904	硬化性肾炎
N18.906	弥漫性硬化性肾小球肾炎
N18.911	慢性肾损害
N18.912	肾功能不全氮质血症期
N18.913	慢性肾功能不全尿毒症期
N18.915	慢性肾脏病,2期
N18.916	慢性肾脏病,3期
N18.918	慢性肾脏病,5期
N19xx01	尿毒症
N19xx02	肾功能不全
N19xx04	无功能肾
N20.001	肾盂结石
N20.003	鹿角形结石
N20.005	肾结石
N20.101	输尿管结石
N20.201	肾输尿管结石
N20.901	结石性肾盂肾炎
N21.001	膀胱结石
N21.002	膀胱憩室结石
N21.901	下泌尿道结石
N23xx01	肾绞痛
N25.002	肾性侏儒症
N25.003+M90.8*	肾性骨病
N25.005+M90.8*	肾性骨软化
N25.006	氮血症性骨营养不良
N25.007	磷丧失性肾小管疾患
N25.101	肾性尿崩症
N25.802	肾小管酸中毒
N25.803	肾小管酸中毒I型
N25.804	肾小管酸中毒II型
N25.805	肾小管酸中毒IV型
N26xx01	肾萎缩(终末期)
N26xx02	肾小球硬化
N26xx03	肾硬化
N27.001	单侧小肾
N27.101	双侧小肾
N28.001	肾动脉栓塞
N28.003	肾动脉阻塞
N28.004	肾动脉闭塞
N28.005	肾梗死
N28.101	后天性肾囊肿
N28.802	失钾性肾病
N28.803	低比重尿
N28.804	失盐性肾炎
N28.806	输尿管腹壁瘘
N28.807	慢性输尿管炎
N28.809	肾出血
N28.810	输尿管瘘
N28.811	肾钙化
N28.813	输尿管疝
N28.814	输尿管憩室
N28.815	输尿管息肉
N28.817	游走肾
N28.818	肾盂囊肿
N28.820	肾盂憩室
N28.821	肾盏憩室
N28.823	输尿管瓣膜病
N28.824	肾盏息肉
N28.826	肾下垂
N28.827	输尿管缺血性坏死
N28.901	肾病
N28.905	尿酸性肾病
N28.906	肾占位性病变
N28.907	缺血性肾病
N28.908	输尿管占位性病变
N28.910	肾炎性假瘤
N28.911	脂蛋白肾病
N28.912	银屑病性肾损害
N30.001	急性膀胱炎
N30.101	慢性间质性膀胱炎
N30.201	慢性膀胱炎
N30.301	尿道膀胱三角炎
N30.801	腺性膀胱炎
N30.802	增殖性膀胱炎
N30.804	膀胱炎性病变
N30.805	膀胱脓肿
N30.807	化学性膀胱炎
N30.901	膀胱炎
N30.902	出血性膀胱炎
N31.101	反射性神经病性膀胱
N31.201	迟缓性神经病性膀胱
N31.203	迟缓性感觉神经病性膀胱
N31.204	膀胱松弛
N31.205	低顺应性膀胱
