ICD10编码	ICD10副编码	ICD10名称	拼音助剂码
A15.001		肺结核,显微镜检下痰检查证实	FJHXWJJXTJ
A15.101		肺结核,痰培养证实	FJHTPYZS
A15.201		肺结核,组织学证实	FJHZZXZS
A15.301		肺结核病，经未特指的方法所证实	FJHBJWTZDFFT
A15.401		胸腔内淋巴结结核病，经细菌学和组织学所证实	XQNLBJJHBJXJ
A15.501		肺门淋巴结结核,已证实	FMLBJJHYZS
A15.502		喉结核,经细菌学和组织学所证实	HJHJXJXHZZXT
A15.503		气管和支气管结核,经细菌学和组织学所证实	QGHZQGJHJXJX
A15.601		结核性胸膜炎，经细菌学和组织学所证实	JHXXMYJXJXHZ
A15.701		原发性呼吸道结核病，经细菌学和组织学所证实	YFXHXDJHBJXJ
A15.901		呼吸道结核病，经细菌学和组织学所证实	HXDJHBJXJXHZ
A16.001		肺结核病，细菌学和组织学检查为阴性	FJHBXJXHZZXJ
A16.101		肺结核病，未做细菌学和组织学检查	FJHBWZXJXHZZ
A16.201		肺干酪性结核	FGLXJH
A16.202		肺结核	FJH
A16.203		肺结核瘤	FJHL
A16.204		结核性肺炎(干酪性肺炎)	JHXFY
A16.205		结核性肺纤维变性(增殖性)	JHXFXWBX
A16.206		结核性支气管扩张	JHXZQGKZ
A16.207		结节性肺结核	JJXFJH
A16.208		浸润型肺结核	JRXFJH
A16.209		空洞型肺结核	KDXFJH
A16.210		增殖型肺结核	ZZXFJH
A16.211		结核性肺不张	JHXFBZ
A16.301		肺门淋巴结核	FMLBJH
A16.302		结核性支气管淋巴瘘	JHXZQGLBL
A16.303		胸壁淋巴结结核	XBLBJJH
A16.304		胸内淋巴结核	XNLBJH
A16.305		支气管淋巴结结核	ZQGLBJJH
A16.306		纵隔淋巴结核	ZGLBJH
A16.401		喉结核	HJH
A16.402		会厌结核	HYJH
A16.403		气管结核	QGJH
A16.404		孤立性气管结核	GLXQGJH
A16.405		孤立性气管支气管结核	GLXQGZQGJH
A16.406		支气管结核	ZQGJH
A16.407		支气管内膜结核	ZQGNMJH
A16.501		结核性干性胸膜炎	JHXGXXMY
A16.502		结核性脓胸	JHXNX
A16.503		结核性渗出性胸膜炎	JHXSCXXMY
A16.504		结核性胸膜炎	JHXXMY
A16.505		结核性胸腔积液	JHXXQJY
A16.506		胸膜结核	XMJH
A16.507		胸膜结核瘤	XMJHL
A16.701		肺原发性结核性复征（原发综合征）	FYFXJHXFZYFZHZ
A16.702		原发性肺结核	YFXFJH
A16.801		鼻结核	BJH
A16.802		干酪性鼻窦炎	GLXBDY
A16.803		干酪性鼻炎(结核性鼻炎)	GLXBYJHXBY
A16.804		膈结核	GJH
A16.805		胸壁结核	XBJH
A16.806		咽部结核	YBJH
A16.807		纵隔结核瘤	ZGJHL
A16.808		结核性扁桃体炎	JHXBTTY
A17.002+	G01  04*	结核性脑脊髓膜炎	JHXNJSMY
A17.003+	G01  05*	结核性脑膜炎	JHXNMY
A17.004+	G01  06*	脑膜结核瘤	NMJHL
A17.005+	G01  01*	结核性蛛网膜炎	JHXZWMY
A17.101+	G07  06*	脑膜结核瘤	NMJHL
A17.102+	G07  06*	脑脊膜结核瘤	NJMJHL
A17.801+	G05.003*	结核性脑膜脑炎	JHXNMNY
A17.802+	G07  01*	结核性脑脓肿	JHXNNZ
A17.803+	G07  02*	结核性脑肉芽肿	JHXNRYZ
A17.804+	G05.004*	结核性脑炎	JHXNY
A17.805+	G07  03*	结核性脑脊髓膜炎(硬脊膜外)	JHXNJSMY
A17.806+	G07  04*	脑结核瘤	NJHL
A17.807+	G07  05*	中枢神经系统结核	ZSSJXTJH
A17.901+	G99.8*	未特指的神经系统结核病	WTZDSJXTJHB
A18.001+	M90.081*	鼻骨结核	BGJH
A18.002+	M90.083*	腭骨结核	EGJH
A18.003+	M90.084*	颌骨结核	HGJH
A18.004+	H75.001*	乳突结核	RTJH
A18.005+	M90.087*	下颌结核	XHJH
A18.006+	M90.086*	颧骨结核	QGJH
A18.007+	M49.021*	颈椎结核	JZJH
A18.008+	M01.112*	肩关节结核	JGJJH
A18.009+	M49.061*	腰椎结核	YZJH
A18.010+	M49.041*	胸椎结核	XZJH
A18.011+	M01.141*	腕关节结核	WGJJH
A18.012+	M01.172*	跖趾关节结核	QZGJJH
A18.013+	M49.091*	脊柱结核性截瘫(波特氏截瘫)	JZJHXJT
A18.014+	M49.051*	骶髂关节结核	DQGJJH
A18.015+	M49.092*	脊柱结核	JZJH
A18.016+	M49.093*	脊柱结核性脓肿	JZJHXNZ
A18.017+	M01.194*	结核性风湿病(篷塞氏病)	JHXFSB
A18.018+	M01.192*	滑膜结核	HMJH
A18.019+	M49.094*	脊椎结核并椎旁脓肿	JZJHBZPNZ
A18.020+	M01.191*	关节结核性脓肿(关节寒性脓肿)	GJJHXNZ
A18.021+	M49.095*	结核性脊柱后凸	JHXJZHT
A18.022+	M01.193*	关节结核	GJJH
A18.023+	M01.121*	肘关节结核	ZGJJH
A18.024+	M01.151*	髋关节结核	KGJJH
A18.025+	M01.152*	髋结核性滑膜炎	KJHXHMY
A18.026+	M01.171*	踝关节结核	HGJJH
A18.027+	M90.051*	耻骨结核	CGJH
A18.028+	M90.085*	肋骨结核	LGJH
A18.029+	M01.161*	膝关节结核	XGJJH
A18.030+	M01.162*	膝结核性滑膜炎	XJHXHMY
A18.031+	M01.111*	肩部结核	JBJH
A18.032+	M90.021*	肱骨结核	GGJH
A18.033+	M90.052*	股骨结核	GGJH
A18.034+	M90.072*	趾骨结核	ZGJH
A18.035+	M90.091*	骨结核	GJH
A18.036+	M90.082*	肢体骨结核	ZTGJH
A18.037+	M90.031*	尺骨结核	CGJH
A18.038+	M90.061*	腓骨结核	FGJH
A18.039+	M90.071*	跟骨结核	GGJH
A18.040+	M90.062*	胫骨结核	JGJH
A18.041+	M63.001*	腰部结核性窦道	YBJHXDD
A18.042+	M01.195*	结核性关节炎	JHXGJY
A18.043+	M90.001*	第三楔骨结核	DSXGJH
A18.044+	M68.001*	肌腱结核	JJJH
A18.045+	M90.041*	掌骨结核	ZGJH
A18.046+	M90.093*	结核性骨髓炎	JHXGSY
A18.047+	M90.092*	其他骨结核	QTGJH
A18.048+	M68.0*	滑膜结核	HMJH
A18.101		泌尿生殖系结核	MNSZXJH
A18.102+	N33.001*	膀胱结核	BGJH
A18.103		泌尿系结核	MNXJH
A18.104+	N74.104*	子宫内膜结核	ZGNMJH
A18.105+	N51.101*	附睾结核	FGJH
A18.106+	N51.102*	睾丸结核	GWJH
A18.107+	N74.101*	盆腔结核,女性	PQJH，NX
A18.108+	N74.001*	子宫颈结核	ZGJJH
A18.109+	N51.804*	阴茎结核	YJJH
A18.110+	N74.102*	卵巢结核	LCJH
A18.111+	N51.002*	前列腺结核	QLXJH
A18.112+	N29.103*	肾结核	SJH
A18.113+	N29.101*	结核性肾脓肿	JHXSNZ
A18.114+	N51.802*	输精管结核	SJGJH
A16.901		结核病	JHB
A16.902		结核感染	JHGR
A17.001+	G01  02*	结核性脊膜炎	JHXJMY
A18.116+	N29.102*	结核性输尿管狭窄	JHXSNGXZ
A18.117+	N29.104*	输尿管结核	SNGJH
A18.118+	N51.803*	精囊结核	JNJH
A18.201		腹股沟淋巴结结核	FGGLBJJH
A18.202		颌下淋巴结结核	HXLBJJH
A18.203		结核性淋巴管炎	JHXLBGY
A18.204		颈部淋巴结结核	JBLBJJH
A18.205		颏下淋巴结结核	HXLBJJH
A18.206		淋巴结结核	LBJJH
A18.207		腮腺淋巴结结核	SXLBJJH
A18.208		锁骨上淋巴结结核	SGSLBJJH
A18.209		腋下淋巴结结核	YXLBJJH
A18.210		周围淋巴结结核	ZWLBJJH
A18.301+	K93.001*	肠结核	CJH
A18.302+	K93.002*	肠系膜结核	CXMJH
A18.303+	K93.003*	肠系膜淋巴结结核	CXMLBJJH
A18.304+	K93.004*	腹膜结核	FMJH
A18.305+	K93.005*	结核性肛瘘	JHXGL
A18.306+	K93.006*	髂窝结核	QWJH
A18.307+	K67.301*	结核性腹膜炎	JHXFMY
A18.308		腹膜后淋巴结结核	FMHLBJJH
A18.309		腹腔结核	FQJH
A18.310		腹腔淋巴结结核	FQLBJJH
A18.311		肝门淋巴结结核	GMLBJJH
A18.312		结核性腹水	JHXFS
A18.401		播散性粟粒性狼疮	BSXSLXLC
A18.402		腹壁结核	FBJH
A18.403		腹部结核性窦道	FBJHXDD
A18.404		结核性结节性红斑	JHXJJXHB
A49.806		克雷白氏杆菌感染	KLBSGJGR
A49.807		雷极氏普鲁菲登氏菌感染	LJSPLFDSJGR
A49.808		绿脓杆菌感染	LNGJGR
A49.809		螺旋杆菌感染	LXGJGR
A49.810		其他特指的细菌感染	QTTZDXJGR
A37.901		百日喉	BRH
A49.811		沙雷氏菌感染	SLSJGR
A49.812		幽门螺旋杆菌感染	YMLXGJGR
A49.901		菌血症	JXZ
A49.902		细菌性感染	XJXGR
A50.001		有症状的早期先天性梅毒	YZZDZQXTXM
A50.101		潜伏性早期先天性梅毒	QFXZQXTXMD
A50.201		未特指的早期先天性梅毒	WTZDZQXTXM
A50.301+	H19.201*	点状角膜炎	DZJMY
A50.302+	H19.202*	梅毒性深层点状角膜炎	MDXSCDZJMY
A50.303+	H58.8*	晚期先天性梅毒性眼病	WQXTXMDXYB
A50.401		晚期先天性神经梅毒[幼年型神经梅毒]	WQXTXSJMDY
A50.501		梅毒性牙(赫秦生氏牙)	MDXYHQSSY
A50.601		潜伏性晚期先天性梅毒	QFXWQXTXMD
A50.701		晚期先天性梅毒	WQXTXMD
A50.901		先天性梅毒	XTXMD
A51.001		初期生殖器梅毒	CQSZQMD
A51.101		初期肛门梅毒	CQGMMD
A51.301		皮肤二期梅毒	PFEQMD
A51.302		粘膜二期梅毒	ZMEQMD
A51.303		皮肤梅毒	PFMD
A51.401		二期梅毒	EQMD
A51.402+	H32.001*	梅毒性脉络膜视网膜炎	MDXMLMSWMY
A51.501		潜伏性早期梅毒	QFXZQMD
A51.901		早期梅毒	ZQMD
A52.001+	I52.001*	梅毒性冠状动脉口狭窄	MDXGZDMKXZ
A52.002+	I98.001*	梅毒性心血管疾病	MDXXXGJB
A52.003+	I52.002*	梅毒性心脏病	MDXXZB
A52.004+	I41.001*	梅毒性心肌炎	MDXXJY
A52.005+	I39.101*	梅毒性主动脉瓣闭锁不全	MDXZDMBBSB
A52.006+	I39.102*	梅毒性主动脉瓣狭窄	MDXZDMBXZ
A52.007+	I39.103*	梅毒性主动脉瓣狭窄闭锁不全	MDXZDMBXZB
A52.008+	I79.001*	梅毒性主动脉瘤	MDXZDML
A52.009+	I79.101*	梅毒性主动脉炎	MDXZDMY
A52.101		胃危象（神经梅毒）	WWXSJMD
A52.102+	H58.001*	阿-罗氏瞳孔	ALSTK
A52.103+	M14.601*	夏科氏关节病	XKSGJB
A52.104+	F02.801*	进行性麻痹痴呆	JXXMBCD
A52.105+	G22  01*	梅毒性帕金森氏综合征	MDXPJSSZHZ
A52.106+	G05.001*	梅毒性脑膜脑炎	MDXNMNY
A52.201		无症状性神经梅毒	WZZXSJMD
A52.301		神经梅毒	SJMD
A52.701		梅毒瘤	MDL
A52.702+	K77.001*	二期梅毒性肝炎	EQMDXGY
A52.801		晚期潜伏性梅毒	WQQFXMD
A52.901		晚期梅毒	WQMD
A53.001		隐性梅毒	YXMD
A53.901		梅毒	MD
A54.001		淋菌性阴道炎，不伴有尿道周或副腺的脓肿	LJXYDYBBYN
A54.101		下泌尿生殖道的淋球菌感染，伴有尿道周和副腺的脓肿	XMNSZDDLQJ
A54.201+	N74.301*	淋球菌性盆腔炎	LQJXPQY
A54.202+		淋球菌性盆腔腹膜炎和其他泌尿生殖道淋球菌感染	LQJXPQFMYH
A54.203+	N51.001*	淋球菌性前列腺炎	LQJXQLXY
A54.301+	H13.101*	（新生儿）淋球菌性结膜炎	XSELQJXJMY
A54.302		眼淋球菌感染	YLQJGR
A54.401		肌肉骨骼系统淋球菌感染	JRGGXTLQJG
A54.501		淋球菌性咽炎	LQJXYY
A54.601		肛门和直肠淋球菌感染	GMHZCLQJGR
A54.801		其他特指部位的淋球菌感染	QTTZBWDLQJGR
A54.802+	J17.001*	淋球菌性肺炎	LQJXFY
A54.803+	K67.101*	淋球菌性腹膜炎	LQJXFMY
A54.804+	G01  09*	淋球菌性脑膜炎	LQJXNMY
A54.805+	G07  06*	淋球菌性脑脓肿	LQJXNNZ
A54.806+	I32.001*	淋球菌性心包炎	LQJXXBY
A54.807+	I41.002*	淋球菌性心肌炎	LQJXXJY
A54.808+	I39.801*	淋球菌性心内膜炎	LQJXXNMY
A54.901		淋病	LB
A54.902		慢性淋球菌感染	MXLQJGR
A55  01		衣原体（性病性）淋巴肉芽肿	YYTXBXLBRY
A56.001		衣原体性阴道炎	YYTXYDY
A56.002		下泌尿生殖道衣原体感染	XMNSZDYYTG
A56.101		盆腔腹膜和其他泌尿生殖器官衣原体感染	PQFMHQTMNS
A56.201		未特指的泌尿生殖道衣原体感染	WTZDMNSZDY
A56.301		肛门和直肠衣原体感染	GMHZCYYTGR
A56.401		咽衣原体感染	YYYTGR
A57  01		软下疳	RXG
A57  02		外阴下疳	WYXG
A57  03		阴茎下疳	YJXG
A58  01		腹股沟肉芽肿 (溃疡性)	FGGRYZ
A59.001+	N37.001*	滴虫性尿道炎	DCXNDY
A59.002+	N77.101*	滴虫性阴道炎	DCXYDY
A60.002+		生殖器和泌尿生殖道的疱疹病毒感染	SZQHMNSZDD
A60.101		肛周皮肤和直肠的疱疹病毒感染	GZPFHZCDPZ
A60.901		肛门生殖器的疱疹病毒感染	GMSZQDPZBD
A63.001		尖锐湿疣	JRSY
A63.002		湿疣	SY
A63.003		外阴尖锐湿疣	WYJRSY
A63.004		外阴湿疣	WYSY
A65  01		非性病性梅毒	FXBXMD
A66.001		雅司病初发损害(Yaws)	YSBCFSHYAW
A66.101		多发性乳头瘤和湿性角化过度性雅司病(Yaws)	DFXRTLHSXJ
A66.201		雅司病的其他早期皮肤损害(Yaws)	YSBDQTZQPF
A66.301		雅司病角化过度(Yaws)	YSBJHGDYAW
A66.401		雅司病的树胶肿和溃疡(Yaws)	YSBDSJZHKY
A66.501		毁形性鼻咽炎	HXXBYY
A66.601		雅司病的骨和关节损害(Yaws)	YSBDGHGJSH
A66.801		潜伏性雅司病(Yaws)	QFXYSBYAWS
A66.901		雅司病(Yaws)	YSBYAWS
A67.001		品他病初期损害(Pinta)	PTBCQSHPIN
A67.101		品他病中期损害(Pinta)	PTBZQSHPIN
A67.201		品他病晚期损害(Pinta)	PTBWQSHPIN
A67.301		品他病的混合性损害(Pinta)	PTBDHHXSHP
A67.901		品他病(Pinta)	PTBPINTA
A68.001		虱媒介性回归热	SMJXHGR
A68.101		蜱煤介的回归热	PMJDHGR
A68.901		回归热	HGR
A69.001		走马疳（坏死性溃疡性口炎）	ZMGHSXKYXK
A69.201		莱姆病	LMB
A69.901		螺旋体感染	LXTGR
A69.902+	M01.801*	螺旋体感染性关节炎	LXTGRXGJY
A70  01		鹦鹉热	YWR
A71.001		初期沙眼	CQSY
A71.002		可疑沙眼	KYSY
A71.101		沙眼性角膜炎	SYXJMY
A71.102		沙眼性血管翳	SYXXGY
A71.901		沙眼	SY
A74.001		衣原体结膜炎	YYTJMY
A74.901		衣原体感染	YYTGR
A75.001		流行性斑疹伤寒	LXXBZSH
A75.101		再燃性斑疹伤寒[布里尔病](Brill's)	ZRXBZSHBLE
A75.201		地方性斑疹伤寒(鼠型斑疹伤寒)	DFXBZSHSXBZS
A75.202		鼠型斑疹伤寒肠炎	SXBZSHCY
A75.301		恙虫病	YCB
A75.901		斑疹伤寒	BZSH
A77.001		立氏立克次氏体(Rickettsioses)引起的斑疹热	SKCSTRICKE
A77.101		康诺尔立克次氏体(Rickettsioses)引起的斑疹热	KNEKCSTRIC
A18.405		结核性皮肤脓肿	JHXPFNZ
A18.406		酒渣样结核疹	JZYJHZ
A18.407		皮肤和皮下组织结核	PFHPXZZJH
A18.408		皮肤结核	PFJH
A18.409		皮下组织结核性窦道	PXZZJHXDD
A18.410		臀部结核	TBJH
A18.411		寻常性狼疮	XCXLC
A18.501		眼结核	YJH
A18.502		眼眶结核	YKJH
A18.503+	H19.001*	巩膜结核	GMJH
A18.504+	H19.205*	角膜结核	JMJH
A18.505+	H32.002*	结核性视神经脉络膜炎	JHXSSJMLMY
A18.506+	H22.001*	结核性葡萄膜炎	JHXPTMY
A18.507+	H32.003*	结核性视网膜静脉周围炎	JHXSWMJMZWY
A18.508+	H13.108*	结膜结核	JMJH
A18.509+	H32.004*	脉络膜结核	MLMJH
A18.510+	H32.005*	脉络膜结核瘤	MLMJHL
A18.511+	H48.801*	视神经结核	SSJJH
A18.512+	H32.006*	视网膜结核	SWMJH
A18.513+	H22.002*	结核性虹膜睫状体炎	JHXHMJZTY
A18.601		外耳道结核	WEDJH
A18.602		中耳结核	ZEJH
A18.603+	H67.001*	结核性中耳炎	JHXZEY
A18.701+	E35.101*	肾上腺结核	SSXJH
A18.801		肺外结核	FWJH
A18.802		乳腺结核	RXJH
A18.803+	K93.801*	舌结核	SJH
A18.804		足结核	ZJH
A18.805+	E35.801*	垂体结核	CTJH
A18.806+	K93.802*	唇结核	CJH
A18.807+	K87.001*	胆囊结核	DNJH
A18.808+	K77.014*	肝结核	GJH
A18.809+	K93.803*	颌下腺结核	HXXJH
A18.810+	M63.002*	肌结核	JJH
A18.811+	E35.001*	甲状腺结核	JZXJH
A18.812+	M36.801*	结缔组织结核	JDZZJH
A18.813+	I79.102*	结核性腹主动脉炎	JHXFZDMY
A18.814+	K23.001*	食管结核	SGJH
A18.815+	I32.002*	结核性心包积液	JHXXBJY
A18.816+	I32.003*	心包结核	XBJH
A18.817+	I41.003*	心肌结核	XJJH
A18.818+	I39.804*	结核性心内膜炎	JHXXNMY
A18.819+	M63.003*	咀嚼肌结核	JJJJH
A18.820+	D77  01*	脾结核	PJH
A18.821+	K93.804*	腮腺结核	SXJH
A18.822+	M63.004*	上臂内侧横纹肌结核	SBNCHWJJH
A18.823+	K93.805*	胃结核	WJH
A18.824+	M63.005*	胸大肌结核	XDJJH
A18.825+	K93.806*	牙龈结核	YYJH
A18.826+	M63.006*	腰部结核性脓肿	YBJHXNZ
A18.827+	M63.007*	腰大肌结核性脓肿	YDJJHXNZ
A18.828+	M63.008*	腰肌结核	YJJH
A18.829+	K87.102*	胰腺结核	YXJH
A18.115+	N74.103*	输卵管结核	SLGJH
A19.001		急性粟粒性肺结核	JXSLXFJH
A19.801		慢性粟粒性肺结核	MXSLXFJH
A19.802		亚急性粟粒性肺结核	YJXSLXFJH
A19.901		粟粒性结核病	SLXJHB
A19.902		结核性多浆膜炎	JHXDJMY
A19.903		进行性恶性多发性浆膜炎	JXXEXDFXJMY
A19.904		全身结核	QSJH
A20.001		腹股沟淋巴结炎性鼠疫	FGGLBJYXSY
A20.101		蜂窝织皮下型鼠疫	FWZPXXSY
A20.201		肺炎型鼠疫	FYXSY
A20.301		鼠疫型脑膜炎	SYXNMY
A20.701		败血病性鼠疫	BXBXSY
A20.801		其他形式的鼠疫	QTXSDSY
A20.901		鼠疫	SY
A21.001		溃疡淋巴腺型土拉菌病	KYLBXXTLJB
A21.101		眼腺型土拉菌病	YXXTLJB
A21.201		肺土拉菌病	FTLJB
A21.301		胃肠土拉菌病	WCTLJB
A21.701		全身性土拉菌病	QSXTLJB
A21.901		兔热病	MRB
A22.001		皮肤炭疽	PFTJ
A22.101		肺炭疽	FTJ
A22.102+	J17.002*	炭疽肺炎	TJFY
A22.201		胃肠炭疽	WCTJ
A22.701		炭疽性败血病	TJXBXB
A22.901		炭疽	TJ
A23.001		由于马耳他布鲁氏菌引起的布鲁氏菌病Brucellosis	YYMETBLSJY
A23.101		流产布鲁氏菌引起的布鲁氏菌病Brucellosis	LCBLSJYQDB
A23.201		猪布鲁氏菌引起的布鲁氏菌病Brucellosis	ZBLSJYQDBL
A23.301		犬布鲁氏菌引起的布鲁氏菌病Brucellosis	QBLSJYQDBL
A23.901		布鲁氏杆菌病(波状热)	BLSGJBBZR
A23.902+	M01.302*	布鲁氏杆菌性关节炎	BLSGJXGJY
A23.903+	H22.002*	布鲁氏杆菌性眼色素膜炎	BLSGJXYSSM
A24.001		鼻疽	BJ
A24.101		急性和暴发性类鼻疽	JXHBFXLBJ
A24.201		亚急性和慢性类鼻疽	YJXHMXLBJ
A24.401		类鼻疽	LBJ
A25.001		螺菌病	LJB
A25.101		链杆菌病	LGJB
A25.901		鼠咬热	SYR
A26.001		皮肤类丹毒	PFLDD
A26.701		丹毒菌丝败血病	DDJSBXB
A26.902		类丹毒	LDD
A27.001		出血性黄疸钩端螺旋体病	CXXHDGDLXTB
A27.801		流感伤寒型钩端螺旋体病	LGSHXGDLXTB
A27.802		南方钩端螺旋体感染	NFGDLXTGR
A27.901		钩端螺旋体病	GDLXTB
A28.001		巴斯德菌病Pasteurellosis(其他动物传染的细菌性疾病)	BSDJBPASTE
A28.101		猫抓热	MZR
A28.201		肠外耶尔森菌病Yersiniosis	CWYESJBYER
A28.801		猪链球菌病（脑膜炎型）	ZLQJBNMYX
A28.901		未特指动物传染的细菌性疾病	WTZDWCRDXJ
A30.001		未定型麻风	WDXMF
A30.101		类结核型麻风	LJHXMF
A30.201		近结核样型中间型麻风	JJHYXZJXMF
A30.301		中间型麻风	ZJXMF
A30.401		近瘤型中间型麻风	JLXZJXMF
A30.501		瘤型麻风	LXMF
A30.901		麻风	MF
A31.001		肺非典型分支杆菌病	FFDXFZGJB
A31.002		肺分支杆菌感染	FFZGJGR
A31.101		皮肤分支杆菌属感染	PFFZGJSGR
A31.901		非典型性分枝杆菌感染	FDXXFZGJGR
A32.001		皮肤利斯特菌病Listerial	PFLSTJBLIS
A32.101		利斯特菌性脑膜炎和脑膜脑炎Listerial	LSTJXNMYHN
I74.502		髂动脉闭塞	QDMBS
I74.503		髂总动脉血栓形成	QZDMXSXC
I74.504		髂总动脉栓塞	QZDMSS
I74.801		腹腔动脉闭塞	FQDMBS
I74.802		腹腔动脉血栓形成	FQDMXSXC
I74.803		肝动脉血栓形成	GDMXSXC
I74.804		脾栓塞	PSS
I74.805		其他特指部位的动脉栓塞	QTTZBWDDMS
I74.806		锁骨下动脉闭塞	SGXDMBS
I74.807		锁骨下动脉血栓形成	SGXDMXSXC
I74.901		动脉栓塞	DMSS
I74.902		多发性动脉栓塞	DFXDMSS
I77.001		多发性动静脉瘘	DFXDJML
I77.002		股动静脉瘘	GDJML
I77.003		后天性动静脉瘘	HTXDJML
I77.004		眶动静脉瘘	KDJML
I77.005		盆腔动静脉瘘	PQDJML
I77.006		锁骨下动静脉瘘	SGXDJML
I77.007		下肢动静脉瘘	XZDJML
I77.008		子宫旁动静脉瘘	ZGPDJML
I77.101		动脉狭窄	DMXZ
I77.102		腹主动脉狭窄	FZDMXZ
I77.103		肱动脉扭曲	GDMNQ
I77.104		髂动脉狭窄	QDMXZ
I77.105		髂动脉纡曲	QDMYQ
I77.106		上肢动脉狭窄	SZDMXZ
I77.107		锁骨下动脉狭窄	SGXDMXZ
I77.108		无名动脉迂曲	WMDMYQ
I77.109		下肢动脉狭窄	XZDMXZ
I77.110		颈总动脉迂曲	JZDMYQ
I77.201		动脉瘘	DML
I77.202		腹主动脉-空肠瘘	FZDMKCL
I77.203		动脉破裂出血	DMPLCX
I77.401		腹腔动脉受压综合征	FQDMSYZHZ
I72.805		锁骨下动脉动脉瘤	SGXDMDML
I77.501		动脉坏死	DMHS
I77.502		坏死性血管炎	HSXXGY
I77.601		大动脉炎	DDMY
I77.602		动脉内膜炎	DMNMY
I77.603		动脉炎	DMY
I77.604		多发性大动脉炎	DFXDDMY
I77.605		血管炎(脉管炎)	XGY
I77.606		上肢动脉炎	SZDMY
I77.607		系统性血管炎	XTXXGY
I77.608		下肢动脉炎	XZDMY
I77.609		主动脉炎	ZDMY
I77.801		后天性腹主动脉畸形	HTXFZDMJX
I77.802		主动脉根部病变	ZDMGBBB
I77.803		主动脉脓肿	ZDMNZ
I78.001		遗传性出血性毛细血管扩张	YCXCXXMXXG
I78.801		毛细血管扩张症	MXXGKZZ
I78.802		胃肠道毛细血管扩张症	WCDMXXGKZZ
I80.001		下肢表浅静脉炎	XZBQJMY
I80.101		股静脉血栓形成	GJMXSXC
I80.102		髂股静脉血栓形成	QGJMXSXC
I80.201		髂静脉血栓形成	QJMXSXC
I80.202		下肢慢性深静脉炎	XZMXSJMY
I80.203		下肢深静脉炎	XZSJMY
I80.204		下肢深部血栓性静脉炎	XZSBXSXJMY
I80.205		下肢深静脉血栓形成	XZSJMXSXC
I80.206		下肢深静脉栓塞	XZSJMSS
I80.301		下肢静脉血栓形成	XZJMXSXC
I80.302		下肢静脉炎	XZJMY
I80.303		下肢血栓性静脉炎	XZXSXJMY
I80.801		眶内血栓性静脉炎	KNXSXJMY
I80.802		蒙道尔氏病(胸壁血栓性静脉炎)	MDESB
I80.803		乳腺血栓性静脉炎	RXXSXJMY
I80.804		上肢静脉炎	SZJMY
I80.805		上肢血栓性静脉炎	SZXSXJMY
I80.901		静脉炎	JMY
I80.902		血栓性静脉炎	XSXJMY
I81  01		门静脉梗阻	MJMGZ
I81  02		门静脉血栓形成	MJMXSXC
I82.001		闭塞性肝静脉内膜炎(巴德-奇尔里二氏综合征)	BSXGJMNMY
I82.002		肝小静脉闭塞	GXJMBS
I82.101		游走性血栓性静脉炎	YZXXSXJMY
I82.201		腔静脉栓塞	QJMSS
I82.202		下腔静脉栓塞	XQJMSS
I82.203		下腔静脉血栓形成	XQJMXSXC
I82.301		肾静脉栓塞	SJMSS
I47.106		房性心动过速	FXXDGS
I47.107		交界性心动过速	JJXXDGS
I47.108		室上性心动过速	SSXXDGS
I47.109		阵发性房室性心动过速	ZFXFSXXDGS
I47.110		阵发性房室性心动过速	ZFXFSXXDGS
I47.111		阵发性房性心动过速	ZFXFXXDGS
I47.112		阵发性交界性心动过速	ZFXJJXXDGS
I47.113		阵发性室上性心动过速	ZFXSSXXDGS
I47.114		自律性增高性房性心动过速	ZLXZGXFXXD
I47.201		尖端扭转型室性心动过速	JDNZXSXXDG
I47.202		室性心动过速	SXXDGS
I47.203		右室室性心动过速	YSSXXDGS
I47.204		阵发性室性心动过速	ZFXSXXDGS
I47.205		左室室性心动过速	ZSSXXDGS
I47.901		阵发性心动过速	ZFXXDGS
I48  01		不纯性心房扑动	BCXXFPD
I48  02		特发性房颤	TFXFC
I48  03		心房扑动	XFPD
I48  04		心房纤维性颤动(心房纤颤)	XFXWXCD
I48  05		阵发性心房扑动	ZFXXFPD
I48  06		阵发性心房纤颤	ZFXXFXC
I48.801		β受体亢进综合征	βSTKJZHZ
I49.001		心室扑动	XSPD
I49.002		心室纤维性颤动(心室纤颤)	XSXWXCD
I49.101		房性期外收缩(房性早搏)	FXQWSS
I49.102		频发性房性期外收缩	PFXFXQWSS
I49.201		结性过早搏动(交界性过早搏动)	JXGZBD
I49.301		频发性室性期外收缩	PFXSXQWSS
I49.302		室性过早搏动	SXGZBD
I49.303		室性自搏	SXZB
I49.304		阵发性室性期外收缩	ZFXSXQWSS
I49.401		期外收缩	QWSS
I49.402		偶发房室性期外收缩	OFFSXQWSS
I49.403		频发性期外收缩	PFXQWSS
I49.501		病态窦房结综合征	BTDFJZHZ
I49.502		快慢综合征	KMZHZ
I49.802		窦房结-房室结游走节律	DFJFSJYZJL
I49.803		窦房结游走性心律	DFJYZXXL
I49.804		窦性心律失常	DXXLSC
I49.805		反复心律(逆节律)	FFXL
I49.806		房性心律	FXXL
I49.807		结性心律	JXXL
I49.808		结性逸搏	JXYB
I49.809		室性平行心律	SXPXXL
I49.810		特指多种心律失常	TZDZXLSC
